[tok] class=PreTrainedTokenizerFast fast=True src=tokenizer.json
[info] minority classes per head (from TRAIN): [[1, 5], [1, 5], [1, 5]]
>> Grad checkpointing: False
[epoch 7] step 8/44: loss=0.3929 
[epoch 7] step 10/44: loss=0.3927 
[epoch 7] step 12/44: loss=0.3855 
[epoch 7] step 14/44: loss=0.3823 
[epoch 7] step 16/44: loss=0.3871 
[epoch 7] step 18/44: loss=0.3802 
[epoch 7] step 20/44: loss=0.3798 
[epoch 7] step 22/44: loss=0.3756 
[epoch 7] step 24/44: loss=0.3770 
[epoch 7] step 26/44: loss=0.3770 
[epoch 7] step 28/44: loss=0.3806 
[epoch 7] step 30/44: loss=0.3821 
[epoch 7] step 32/44: loss=0.3819 
[epoch 7] step 34/44: loss=0.3787 
[epoch 7] step 36/44: loss=0.3773 
[epoch 7] step 38/44: loss=0.3772 
[epoch 7] step 40/44: loss=0.3767 
[epoch 7] step 42/44: loss=0.3738 
[epoch 7] step 44/44: loss=0.3717 
[epoch 7] val_loss=1.0076 qwk=('0.6285', '0.5366', '0.5806') averageQWK=0.5819 macroEMD=0.2078 tailR0=('0.1957', '0.0000', '0.0000') tailR0avg=0.0652
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    6    4    0    0
     0   10   43    1    0
     0    7   85   30    3
     0    0   26   85    5
     0    0    1   13    9
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    5    4    0    0
     0   10   34    9    0
     0   12   64   45    0
     0    0   23  110    0
     0    0    0   12    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    4    1    0    0
     0   23   43    3    0
     0   10  112   29    0
     0    0   33   68    0
     0    0    0    2    0
[epoch 8] step 2/44: loss=0.3367 
[epoch 8] step 4/44: loss=0.3405 
[epoch 8] step 6/44: loss=0.3338 
[epoch 8] step 8/44: loss=0.3407 
[epoch 8] step 10/44: loss=0.3353 
[epoch 8] step 12/44: loss=0.3366 
[epoch 8] step 14/44: loss=0.3405 
[epoch 8] step 16/44: loss=0.3402 
[epoch 8] step 18/44: loss=0.3422 
[epoch 8] step 20/44: loss=0.3384 
[epoch 8] step 22/44: loss=0.3341 
[epoch 8] step 24/44: loss=0.3331 
[epoch 8] step 26/44: loss=0.3323 
[epoch 8] step 28/44: loss=0.3298 
[epoch 8] step 30/44: loss=0.3371 
[epoch 8] step 32/44: loss=0.3344 
[epoch 8] step 34/44: loss=0.3380 
[epoch 8] step 36/44: loss=0.3384 
[epoch 8] step 38/44: loss=0.3383 
[epoch 8] step 40/44: loss=0.3383 
[epoch 8] step 42/44: loss=0.3419 
[epoch 8] step 44/44: loss=0.3437 
[epoch 8] val_loss=1.0102 qwk=('0.5990', '0.5465', '0.6063') averageQWK=0.5839 macroEMD=0.2053 tailR0=('0.0000', '0.0000', '0.0000') tailR0avg=0.0000
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    7    3    0    0
     0   13   40    1    0
     0    7   88   30    0
     0    0   31   85    0
     0    0    3   20    0
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    5    4    0    0
     0   10   38    5    0
     0    9   85   27    0
     0    0   36   97    0
     0    0    2   10    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    4    1    0    0
     0   29   40    0    0
     0   11  123   17    0
     0    1   42   58    0
     0    0    0    2    0
[epoch 9] step 2/44: loss=0.3139 
[epoch 9] step 4/44: loss=0.2869 
[epoch 9] step 6/44: loss=0.2970 
[epoch 9] step 8/44: loss=0.2988 
[epoch 9] step 10/44: loss=0.3027 
[epoch 9] step 12/44: loss=0.2958 
[epoch 9] step 14/44: loss=0.2928 
[epoch 9] step 16/44: loss=0.2940 
[epoch 9] step 18/44: loss=0.2997 
[epoch 9] step 20/44: loss=0.3065 
[epoch 9] step 22/44: loss=0.3088 
[epoch 9] step 24/44: loss=0.3040 
[epoch 9] step 26/44: loss=0.3025 
[epoch 9] step 28/44: loss=0.3015 
[epoch 9] step 30/44: loss=0.3019 
[epoch 9] step 32/44: loss=0.2992 
[epoch 9] step 34/44: loss=0.3000 
[epoch 9] step 36/44: loss=0.3003 
[epoch 9] step 38/44: loss=0.3013 
[epoch 9] step 40/44: loss=0.3006 
[epoch 9] step 42/44: loss=0.3005 
[epoch 9] step 44/44: loss=0.3028 
[epoch 9] val_loss=1.0210 qwk=('0.6432', '0.5647', '0.6296') averageQWK=0.6125 macroEMD=0.1887 tailR0=('0.1087', '0.0000', '0.0000') tailR0avg=0.0362
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    8    2    0    0
     0   21   32    1    0
     0   16   82   27    0
     0    0   36   80    0
     0    0    3   15    5
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    5    4    0    0
     0   17   31    5    0
     0   19   72   30    0
     0    1   35   97    0
     0    0    1   11    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    4    1    0    0
     0   40   28    1    0
     0   21  111   19    0
     0    3   35   63    0
     0    0    0    2    0
[epoch 10] step 2/44: loss=0.2492 
[epoch 10] step 4/44: loss=0.2499 
[epoch 10] step 6/44: loss=0.2621 
[epoch 10] step 8/44: loss=0.2671 
[epoch 10] step 10/44: loss=0.2678 
[epoch 10] step 12/44: loss=0.2668 
[epoch 10] step 14/44: loss=0.2712 
[epoch 10] step 16/44: loss=0.2718 
[epoch 10] step 18/44: loss=0.2666 
[epoch 10] step 20/44: loss=0.2710 
[epoch 10] step 22/44: loss=0.2717 
[epoch 10] step 24/44: loss=0.2671 
[epoch 10] step 26/44: loss=0.2646 
[epoch 10] step 28/44: loss=0.2629 
[epoch 10] step 30/44: loss=0.2650 
[epoch 10] step 32/44: loss=0.2670 
[epoch 10] step 34/44: loss=0.2665 
[epoch 10] step 36/44: loss=0.2675 
[epoch 10] step 38/44: loss=0.2680 
[epoch 10] step 40/44: loss=0.2694 
[epoch 10] step 42/44: loss=0.2709 
[epoch 10] step 44/44: loss=0.2718 
[epoch 10] val_loss=1.0880 qwk=('0.6483', '0.5959', '0.5997') averageQWK=0.6146 macroEMD=0.1898 tailR0=('0.2174', '0.0417', '0.0000') tailR0avg=0.0864
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    8    2    0    0
     0   15   37    2    0
     0   16   77   31    1
     0    0   31   79    6
     0    0    1   12   10
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    5    4    0    0
     0   17   31    5    0
     0   10   74   37    0
     0    0   30  102    1
     0    0    0   11    1
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    4    1    0    0
     0   28   39    2    0
     0   11  114   26    0
     0    1   34   66    0
     0    0    0    2    0
[epoch 11] step 2/44: loss=0.2735 
[epoch 11] step 4/44: loss=0.2582 
[epoch 11] step 6/44: loss=0.2673 
[epoch 11] step 8/44: loss=0.2693 
[epoch 11] step 10/44: loss=0.2569 
[epoch 11] step 12/44: loss=0.2572 
[epoch 11] step 14/44: loss=0.2625 
[epoch 11] step 16/44: loss=0.2555 
[epoch 11] step 18/44: loss=0.2511 
[epoch 11] step 20/44: loss=0.2493 
[epoch 11] step 22/44: loss=0.2524 
[epoch 11] step 24/44: loss=0.2562 
[epoch 11] step 26/44: loss=0.2543 
[epoch 11] step 28/44: loss=0.2510 
[epoch 11] step 30/44: loss=0.2502 
[epoch 11] step 32/44: loss=0.2509 
[epoch 11] step 34/44: loss=0.2486 
[epoch 11] step 36/44: loss=0.2487 
[epoch 11] step 38/44: loss=0.2466 
[epoch 11] step 40/44: loss=0.2457 
[epoch 11] step 42/44: loss=0.2447 
[epoch 11] step 44/44: loss=0.2479 
[epoch 11] val_loss=1.1080 qwk=('0.6329', '0.5708', '0.6202') averageQWK=0.6080 macroEMD=0.1898 tailR0=('0.1304', '0.0417', '0.0000') tailR0avg=0.0574
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    7    3    0    0
     0   12   40    2    0
     0   10   80   35    0
     0    0   26   90    0
     0    0    1   16    6
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    5    4    0    0
     0   14   33    6    0
     0   12   73   36    0
     0    1   29  102    1
     0    0    0   11    1
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    4    1    0    0
     0   38   31    0    0
     0   17  121   13    0
     0    1   48   52    0
     0    0    0    2    0
[epoch 12] step 2/44: loss=0.2290 
[epoch 12] step 4/44: loss=0.2314 
[epoch 12] step 6/44: loss=0.2305 
[epoch 12] step 8/44: loss=0.2263 
[epoch 12] step 10/44: loss=0.2276 
[epoch 12] step 12/44: loss=0.2163 
[epoch 12] step 14/44: loss=0.2167 
[epoch 12] step 16/44: loss=0.2124 
[epoch 12] step 18/44: loss=0.2131 
[epoch 12] step 20/44: loss=0.2116 
[epoch 12] step 22/44: loss=0.2142 
[epoch 12] step 24/44: loss=0.2182 
[epoch 12] step 26/44: loss=0.2157 
[epoch 12] step 28/44: loss=0.2168 
[epoch 12] step 30/44: loss=0.2179 
[epoch 12] step 32/44: loss=0.2159 
[epoch 12] step 34/44: loss=0.2163 
[epoch 12] step 36/44: loss=0.2166 
[epoch 12] step 38/44: loss=0.2157 
[epoch 12] step 40/44: loss=0.2160 
[epoch 12] step 42/44: loss=0.2167 
[epoch 12] step 44/44: loss=0.2159 
[epoch 12] val_loss=1.1882 qwk=('0.5979', '0.5660', '0.6273') averageQWK=0.5971 macroEMD=0.1873 tailR0=('0.1522', '0.0417', '0.0000') tailR0avg=0.0646
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    7    3    0    0
     0   14   40    0    0
     0   12   90   22    1
     0    0   43   73    0
     0    0    5   11    7
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    4    5    0    0
     0   19   25    9    0
     0   14   62   45    0
     0    1   21  110    1
     0    0    0   11    1
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    5    0    0    0
     0   46   23    0    0
     0   31  104   16    0
     0    2   47   52    0
     0    0    0    2    0
[epoch 13] step 2/44: loss=0.1873 
[epoch 13] step 4/44: loss=0.1709 
[epoch 13] step 6/44: loss=0.1774 
[epoch 13] step 8/44: loss=0.1816 
[epoch 13] step 10/44: loss=0.1847 
[epoch 13] step 12/44: loss=0.1845 
[epoch 13] step 14/44: loss=0.1904 
[epoch 13] step 16/44: loss=0.1903 
[epoch 13] step 18/44: loss=0.1923 
[epoch 13] step 20/44: loss=0.1917 
[epoch 13] step 22/44: loss=0.1934 
[epoch 13] step 24/44: loss=0.1954 
[epoch 13] step 26/44: loss=0.1959 
[epoch 13] step 28/44: loss=0.1980 
[epoch 13] step 30/44: loss=0.1987 
[epoch 13] step 32/44: loss=0.1986 
[epoch 13] step 34/44: loss=0.1994 
[epoch 13] step 36/44: loss=0.2000 
[epoch 13] step 38/44: loss=0.1990 
[epoch 13] step 40/44: loss=0.1989 
[epoch 13] step 42/44: loss=0.1988 
[epoch 13] step 44/44: loss=0.1985 
[epoch 13] val_loss=1.1617 qwk=('0.6713', '0.5904', '0.6011') averageQWK=0.6209 macroEMD=0.1831 tailR0=('0.1522', '0.0833', '0.0000') tailR0avg=0.0785
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    8    2    0    0
     0   20   34    0    0
     0   17   78   30    0
     0    0   32   82    2
     0    0    1   15    7
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    5    4    0    0
     0   18   29    6    0
     0   14   77   30    0
     0    1   33   98    1
     0    0    0   10    2
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    5    0    0    0
     0   43   25    1    0
     0   27  108   16    0
     0    4   42   55    0
     0    0    1    1    0
[epoch 14] step 2/44: loss=0.2152 
[epoch 14] step 4/44: loss=0.1938 
[epoch 14] step 6/44: loss=0.1827 
[epoch 14] step 8/44: loss=0.1756 
[epoch 14] step 10/44: loss=0.1878 
[epoch 14] step 12/44: loss=0.1902 
[epoch 14] step 14/44: loss=0.1867 
[epoch 14] step 16/44: loss=0.1891 
[epoch 14] step 18/44: loss=0.1855 
[epoch 14] step 20/44: loss=0.1789 
[epoch 14] step 22/44: loss=0.1786 
[epoch 14] step 24/44: loss=0.1799 
[epoch 14] step 26/44: loss=0.1831 
[epoch 14] step 28/44: loss=0.1816 
[epoch 14] step 30/44: loss=0.1802 
[epoch 14] step 32/44: loss=0.1785 
[epoch 14] step 34/44: loss=0.1785 
[epoch 14] step 36/44: loss=0.1758 
[epoch 14] step 38/44: loss=0.1769 
[epoch 14] step 40/44: loss=0.1754 
[epoch 14] step 42/44: loss=0.1745 
[epoch 14] step 44/44: loss=0.1775 
[epoch 14] val_loss=1.2788 qwk=('0.6319', '0.5609', '0.6106') averageQWK=0.6011 macroEMD=0.1867 tailR0=('0.1304', '0.0833', '0.0000') tailR0avg=0.0713
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    8    2    0    0
     0   16   34    4    0
     0   14   67   44    0
     0    0   22   93    1
     0    0    1   16    6
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    4    5    0    0
     0   15   31    7    0
     0   12   70   39    0
     0    1   28  104    0
     0    0    0   10    2
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    5    0    0    0
     0   28   39    2    0
     0   12  116   23    0
     0    1   35   65    0
     0    0    0    2    0
[epoch 15] step 2/44: loss=0.1906 
[epoch 15] step 4/44: loss=0.1946 
[epoch 15] step 6/44: loss=0.1935 
[epoch 15] step 8/44: loss=0.1830 
[epoch 15] step 10/44: loss=0.1794 
[epoch 15] step 12/44: loss=0.1774 
[epoch 15] step 14/44: loss=0.1700 
[epoch 15] step 16/44: loss=0.1649 
[epoch 15] step 18/44: loss=0.1624 
[epoch 15] step 20/44: loss=0.1608 
[epoch 15] step 22/44: loss=0.1664 
[epoch 15] step 24/44: loss=0.1666 
[epoch 15] step 26/44: loss=0.1644 
[epoch 15] step 28/44: loss=0.1645 
[epoch 15] step 30/44: loss=0.1642 
[epoch 15] step 32/44: loss=0.1641 
[epoch 15] step 34/44: loss=0.1631 
[epoch 15] step 36/44: loss=0.1640 
[epoch 15] step 38/44: loss=0.1622 
[epoch 15] step 40/44: loss=0.1610 
[epoch 15] step 42/44: loss=0.1580 
[epoch 15] step 44/44: loss=0.1604 
[epoch 15] val_loss=1.3083 qwk=('0.6530', '0.5961', '0.5763') averageQWK=0.6085 macroEMD=0.1793 tailR0=('0.1304', '0.0833', '0.0000') tailR0avg=0.0713
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    8    2    0    0
     0   18   35    1    0
     0   16   68   40    1
     0    0   23   90    3
     0    0    1   16    6
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    5    4    0    0
     1   16   31    5    0
     0   14   69   38    0
     0    1   27  103    2
     0    0    0   10    2
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    3    2    0    0
     0   30   35    4    0
     0   14   83   54    0
     0    1   21   79    0
     0    0    0    2    0
[epoch 16] step 2/44: loss=0.1701 
[epoch 16] step 4/44: loss=0.1521 
[epoch 16] step 6/44: loss=0.1576 
[epoch 16] step 8/44: loss=0.1473 
[epoch 16] step 10/44: loss=0.1445 
[epoch 16] step 12/44: loss=0.1387 
[epoch 16] step 14/44: loss=0.1350 
[epoch 16] step 16/44: loss=0.1350 
[epoch 16] step 18/44: loss=0.1359 
[epoch 16] step 20/44: loss=0.1328 
[epoch 16] step 22/44: loss=0.1325 
[epoch 16] step 24/44: loss=0.1321 
[epoch 16] step 26/44: loss=0.1333 
[epoch 16] step 28/44: loss=0.1328 
[epoch 16] step 30/44: loss=0.1333 
[epoch 16] step 32/44: loss=0.1349 
[epoch 16] step 34/44: loss=0.1353 
[epoch 16] step 36/44: loss=0.1354 
[epoch 16] step 38/44: loss=0.1357 
[epoch 16] step 40/44: loss=0.1360 
[epoch 16] step 42/44: loss=0.1359 
[epoch 16] step 44/44: loss=0.1354 
[epoch 16] val_loss=1.3405 qwk=('0.6173', '0.5639', '0.6326') averageQWK=0.6046 macroEMD=0.1834 tailR0=('0.0652', '0.0417', '0.0000') tailR0avg=0.0356
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    8    2    0    0
     0   15   37    2    0
     0   10   78   36    1
     0    0   28   88    0
     0    0    2   18    3
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    5    4    0    0
     1   14   34    4    0
     0    9   88   24    0
     0    0   44   89    0
     0    0    2    9    1
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    5    0    0    0
     0   37   30    2    0
     0   16  111   24    0
     0    1   37   63    0
     0    0    0    2    0
[epoch 17] step 2/44: loss=0.1113 
[epoch 17] step 4/44: loss=0.1170 
[epoch 17] step 6/44: loss=0.1120 
[epoch 17] step 8/44: loss=0.1161 
[epoch 17] step 10/44: loss=0.1177 
[epoch 17] step 12/44: loss=0.1217 
[epoch 17] step 14/44: loss=0.1230 
[epoch 17] step 16/44: loss=0.1197 
[epoch 17] step 18/44: loss=0.1269 
[epoch 17] step 20/44: loss=0.1270 
[epoch 17] step 22/44: loss=0.1248 
[epoch 17] step 24/44: loss=0.1251 
[epoch 17] step 26/44: loss=0.1258 
[epoch 17] step 28/44: loss=0.1258 
[epoch 17] step 30/44: loss=0.1264 
[epoch 17] step 32/44: loss=0.1267 
[epoch 17] step 34/44: loss=0.1257 
[epoch 17] step 36/44: loss=0.1232 
[epoch 17] step 38/44: loss=0.1234 
[epoch 17] step 40/44: loss=0.1237 
