[tok] class=PreTrainedTokenizerFast fast=True src=tokenizer.json
[info] minority classes per head (from TRAIN): [[1, 5], [1, 5], [1, 5]]
>> Grad checkpointing: False
[epoch 11] step 38/44: loss=0.2462 
[epoch 11] step 40/44: loss=0.2467 
[epoch 11] step 42/44: loss=0.2461 
[epoch 11] step 44/44: loss=0.2466 
[epoch 11] val_loss=1.2544 qwk=('0.4605', '0.4586', '0.4779') averageQWK=0.4656 macroEMD=0.2128 tailR0=('0.0000', '0.0000', '0.0000') tailR0avg=0.0000
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    5    3    0    0
     0    3   32    5    0
     0    3   92   33    0
     0    0   51   71    0
     0    0    3   24    0
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    5    1    0    0
     0    4   37    7    0
     0    5   76   32    0
     0    0   55   93    0
     0    0    1    9    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    1    0    0    0
     0   18   53    0    0
     0    6  127   18    0
     0    0   53   46    0
     0    0    2    1    0
[epoch 12] step 2/44: loss=0.1868 
[epoch 12] step 4/44: loss=0.2205 
[epoch 12] step 6/44: loss=0.2186 
[epoch 12] step 8/44: loss=0.2254 
[epoch 12] step 10/44: loss=0.2257 
[epoch 12] step 12/44: loss=0.2341 
[epoch 12] step 14/44: loss=0.2327 
[epoch 12] step 16/44: loss=0.2300 
[epoch 12] step 18/44: loss=0.2279 
[epoch 12] step 20/44: loss=0.2259 
[epoch 12] step 22/44: loss=0.2274 
[epoch 12] step 24/44: loss=0.2290 
[epoch 12] step 26/44: loss=0.2315 
[epoch 12] step 28/44: loss=0.2321 
[epoch 12] step 30/44: loss=0.2353 
[epoch 12] step 32/44: loss=0.2319 
[epoch 12] step 34/44: loss=0.2295 
[epoch 12] step 36/44: loss=0.2263 
[epoch 12] step 38/44: loss=0.2240 
[epoch 12] step 40/44: loss=0.2239 
[epoch 12] step 42/44: loss=0.2229 
[epoch 12] step 44/44: loss=0.2223 
[epoch 12] val_loss=1.2697 qwk=('0.4657', '0.4973', '0.5225') averageQWK=0.4951 macroEMD=0.1974 tailR0=('0.0185', '0.0500', '0.0000') tailR0avg=0.0228
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    5    2    1    0
     0    4   27    9    0
     0    4   68   55    1
     0    0   28   94    0
     0    0    0   26    1
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    5    1    0    0
     0    9   27   12    0
     0    6   56   51    0
     0    0   28  120    0
     0    0    1    8    1
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    1    0    0    0
     0   23   43    5    0
     0    6  118   27    0
     0    0   39   60    0
     0    0    1    2    0
[epoch 13] step 2/44: loss=0.2109 
[epoch 13] step 4/44: loss=0.1937 
[epoch 13] step 6/44: loss=0.1927 
[epoch 13] step 8/44: loss=0.1961 
[epoch 13] step 10/44: loss=0.1938 
[epoch 13] step 12/44: loss=0.1926 
[epoch 13] step 14/44: loss=0.1914 
[epoch 13] step 16/44: loss=0.1878 
[epoch 13] step 18/44: loss=0.1904 
[epoch 13] step 20/44: loss=0.1876 
[epoch 13] step 22/44: loss=0.1904 
[epoch 13] step 24/44: loss=0.1890 
[epoch 13] step 26/44: loss=0.1920 
[epoch 13] step 28/44: loss=0.1931 
[epoch 13] step 30/44: loss=0.1924 
[epoch 13] step 32/44: loss=0.1900 
[epoch 13] step 34/44: loss=0.1890 
[epoch 13] step 36/44: loss=0.1875 
[epoch 13] step 38/44: loss=0.1879 
[epoch 13] step 40/44: loss=0.1903 
[epoch 13] step 42/44: loss=0.1917 
[epoch 13] step 44/44: loss=0.1931 
[epoch 13] val_loss=1.3667 qwk=('0.4406', '0.4642', '0.5178') averageQWK=0.4742 macroEMD=0.2122 tailR0=('0.0741', '0.0500', '0.0000') tailR0avg=0.0414
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    3    5    0    0
     0    1   33    6    0
     0    1   85   40    2
     0    0   43   77    2
     0    0    3   20    4
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    5    1    0    0
     0    1   37   10    0
     0    2   62   49    0
     0    0   32  115    1
     0    0    1    8    1
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    1    0    0    0
     0   32   38    1    0
     0   18  122   11    0
     0    1   56   42    0
     0    0    2    1    0
[epoch 14] step 2/44: loss=0.1731 
[epoch 14] step 4/44: loss=0.1594 
[epoch 14] step 6/44: loss=0.1607 
[epoch 14] step 8/44: loss=0.1663 
[epoch 14] step 10/44: loss=0.1679 
[epoch 14] step 12/44: loss=0.1679 
[epoch 14] step 14/44: loss=0.1642 
[epoch 14] step 16/44: loss=0.1636 
[epoch 14] step 18/44: loss=0.1668 
[epoch 14] step 20/44: loss=0.1679 
[epoch 14] step 22/44: loss=0.1649 
[epoch 14] step 24/44: loss=0.1648 
[epoch 14] step 26/44: loss=0.1651 
[epoch 14] step 28/44: loss=0.1626 
[epoch 14] step 30/44: loss=0.1648 
[epoch 14] step 32/44: loss=0.1653 
[epoch 14] step 34/44: loss=0.1643 
[epoch 14] step 36/44: loss=0.1636 
[epoch 14] step 38/44: loss=0.1655 
[epoch 14] step 40/44: loss=0.1639 
[epoch 14] step 42/44: loss=0.1657 
[epoch 14] step 44/44: loss=0.1638 
[epoch 14] val_loss=1.3603 qwk=('0.5166', '0.5654', '0.5315') averageQWK=0.5378 macroEMD=0.1879 tailR0=('0.1111', '0.1000', '0.0000') tailR0avg=0.0704
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    5    3    0    0
     0    9   23    8    0
     0    6   72   49    1
     0    0   37   83    2
     0    0    1   20    6
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    5    1    0    0
     0   12   31    5    0
     0    7   75   31    0
     0    0   45  101    2
     0    0    1    7    2
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    1    0    0    0
     0   25   43    3    0
     0   10  116   25    0
     0    1   40   58    0
     0    0    1    2    0
[epoch 15] step 2/44: loss=0.1492 
[epoch 15] step 4/44: loss=0.1609 
[epoch 15] step 6/44: loss=0.1595 
[epoch 15] step 8/44: loss=0.1572 
[epoch 15] step 10/44: loss=0.1510 
[epoch 15] step 12/44: loss=0.1493 
[epoch 15] step 14/44: loss=0.1496 
[epoch 15] step 16/44: loss=0.1454 
[epoch 15] step 18/44: loss=0.1465 
[epoch 15] step 20/44: loss=0.1447 
[epoch 15] step 22/44: loss=0.1447 
[epoch 15] step 24/44: loss=0.1465 
[epoch 15] step 26/44: loss=0.1458 
[epoch 15] step 28/44: loss=0.1446 
[epoch 15] step 30/44: loss=0.1452 
[epoch 15] step 32/44: loss=0.1478 
[epoch 15] step 34/44: loss=0.1462 
[epoch 15] step 36/44: loss=0.1457 
[epoch 15] step 38/44: loss=0.1460 
[epoch 15] step 40/44: loss=0.1454 
[epoch 15] step 42/44: loss=0.1455 
[epoch 15] step 44/44: loss=0.1439 
[epoch 15] val_loss=1.5137 qwk=('0.4583', '0.5251', '0.5173') averageQWK=0.5002 macroEMD=0.1970 tailR0=('0.0810', '0.1333', '0.0000') tailR0avg=0.0715
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     1    3    4    0    0
     0    4   31    5    0
     0    4   94   30    0
     0    0   54   68    0
     0    0    4   22    1
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     1    4    1    0    0
     0    6   36    6    0
     0    4   84   25    0
     0    0   51   97    0
     0    0    1    8    1
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    1    0    0    0
     0   31   40    0    0
     0   23  113   15    0
     0    1   56   42    0
     0    0    1    2    0
[epoch 16] step 2/44: loss=0.1363 
[epoch 16] step 4/44: loss=0.1358 
[epoch 16] step 6/44: loss=0.1309 
[epoch 16] step 8/44: loss=0.1273 
[epoch 16] step 10/44: loss=0.1283 
[epoch 16] step 12/44: loss=0.1275 
[epoch 16] step 14/44: loss=0.1338 
[epoch 16] step 16/44: loss=0.1314 
[epoch 16] step 18/44: loss=0.1309 
[epoch 16] step 20/44: loss=0.1324 
[epoch 16] step 22/44: loss=0.1284 
[epoch 16] step 24/44: loss=0.1272 
[epoch 16] step 26/44: loss=0.1262 
[epoch 16] step 28/44: loss=0.1274 
[epoch 16] step 30/44: loss=0.1250 
[epoch 16] step 32/44: loss=0.1240 
[epoch 16] step 34/44: loss=0.1225 
[epoch 16] step 36/44: loss=0.1224 
[epoch 16] step 38/44: loss=0.1234 
[epoch 16] step 40/44: loss=0.1231 
[epoch 16] step 42/44: loss=0.1226 
[epoch 16] step 44/44: loss=0.1220 
[epoch 16] val_loss=1.5109 qwk=('0.4758', '0.4589', '0.5460') averageQWK=0.4936 macroEMD=0.1963 tailR0=('0.1736', '0.1833', '0.0000') tailR0avg=0.1190
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     1    3    4    0    0
     0    1   31    7    1
     0    1   80   45    2
     0    0   35   84    3
     0    0    1   20    6
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     1    4    1    0    0
     0    2   32   14    0
     0    4   49   59    1
     0    0   21  125    2
     0    0    1    7    2
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    1    0    0    0
     0   35   35    1    0
     0   30  104   17    0
     0    1   49   49    0
     0    0    1    2    0
[epoch 17] step 2/44: loss=0.0935 
[epoch 17] step 4/44: loss=0.0977 
[epoch 17] step 6/44: loss=0.1075 
[epoch 17] step 8/44: loss=0.1081 
[epoch 17] step 10/44: loss=0.1065 
[epoch 17] step 12/44: loss=0.1061 
[epoch 17] step 14/44: loss=0.1081 
[epoch 17] step 16/44: loss=0.1045 
[epoch 17] step 18/44: loss=0.1032 
[epoch 17] step 20/44: loss=0.1043 
[epoch 17] step 22/44: loss=0.1056 
[epoch 17] step 24/44: loss=0.1051 
[epoch 17] step 26/44: loss=0.1081 
[epoch 17] step 28/44: loss=0.1057 
[epoch 17] step 30/44: loss=0.1053 
[epoch 17] step 32/44: loss=0.1054 
[epoch 17] step 34/44: loss=0.1043 
[epoch 17] step 36/44: loss=0.1050 
[epoch 17] step 38/44: loss=0.1046 
[epoch 17] step 40/44: loss=0.1041 
