[tok] class=PreTrainedTokenizerFast fast=True src=tokenizer.json
[info] minority classes per head (from TRAIN): [[1, 5], [1, 5], [1, 5]]
>> Grad checkpointing: False
     0    0   69   33    0
     0    0    0    2    0
[epoch 4] step 2/44: loss=0.5446 
[epoch 4] step 4/44: loss=0.5234 
[epoch 4] step 6/44: loss=0.5104 
[epoch 4] step 8/44: loss=0.5322 
[epoch 4] step 10/44: loss=0.5217 
[epoch 4] step 12/44: loss=0.5160 
[epoch 4] step 14/44: loss=0.5190 
[epoch 4] step 16/44: loss=0.5161 
[epoch 4] step 18/44: loss=0.5116 
[epoch 4] step 20/44: loss=0.5109 
[epoch 4] step 22/44: loss=0.5108 
[epoch 4] step 24/44: loss=0.5097 
[epoch 4] step 26/44: loss=0.5060 
[epoch 4] step 28/44: loss=0.5028 
[epoch 4] step 30/44: loss=0.5044 
[epoch 4] step 32/44: loss=0.5086 
[epoch 4] step 34/44: loss=0.5074 
[epoch 4] step 36/44: loss=0.5055 
[epoch 4] step 38/44: loss=0.5038 
[epoch 4] step 40/44: loss=0.5049 
[epoch 4] step 42/44: loss=0.5036 
[epoch 4] step 44/44: loss=0.5013 
[epoch 4] val_loss=0.9903 qwk=('0.6107', '0.4937', '0.5225') averageQWK=0.5423 macroEMD=0.2381 tailR0=('0.0000', '0.0000', '0.0000') tailR0avg=0.0000
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    7    3    0    0
     0   18   31    6    0
     0    5   76   44    0
     0    0   18   98    0
     0    0    1   22    0
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    1    7    1    0
     0    6   40    7    0
     0    2   63   57    0
     0    0   14  119    0
     0    0    0   12    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    1    3    0    0
     0   11   51    7    0
     0    6   94   52    0
     0    0   11   91    0
     0    0    0    2    0
[epoch 5] step 2/44: loss=0.4359 
[epoch 5] step 4/44: loss=0.4442 
[epoch 5] step 6/44: loss=0.4659 
[epoch 5] step 8/44: loss=0.4633 
[epoch 5] step 10/44: loss=0.4567 
[epoch 5] step 12/44: loss=0.4523 
[epoch 5] step 14/44: loss=0.4525 
[epoch 5] step 16/44: loss=0.4506 
[epoch 5] step 18/44: loss=0.4580 
[epoch 5] step 20/44: loss=0.4573 
[epoch 5] step 22/44: loss=0.4531 
[epoch 5] step 24/44: loss=0.4531 
[epoch 5] step 26/44: loss=0.4518 
[epoch 5] step 28/44: loss=0.4487 
[epoch 5] step 30/44: loss=0.4497 
[epoch 5] step 32/44: loss=0.4487 
[epoch 5] step 34/44: loss=0.4522 
[epoch 5] step 36/44: loss=0.4526 
[epoch 5] step 38/44: loss=0.4525 
[epoch 5] step 40/44: loss=0.4513 
[epoch 5] step 42/44: loss=0.4497 
[epoch 5] step 44/44: loss=0.4482 
[epoch 5] val_loss=1.0125 qwk=('0.5196', '0.5562', '0.3902') averageQWK=0.4887 macroEMD=0.2382 tailR0=('0.0217', '0.0000', '0.0000') tailR0avg=0.0072
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    7    3    0    0
     0   16   38    1    0
     0    4  116    5    0
     0    1   64   49    2
     0    0    8   14    1
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    5    4    0    0
     0   21   31    1    0
     0    9  103   10    0
     0    1   63   69    0
     0    0    3    9    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    1    3    0    0
     0   10   59    0    0
     0    5  135   12    0
     0    0   65   37    0
     0    0    0    2    0
[epoch 6] step 2/44: loss=0.4458 
[epoch 6] step 4/44: loss=0.4636 
[epoch 6] step 6/44: loss=0.4472 
[epoch 6] step 8/44: loss=0.4477 
[epoch 6] step 10/44: loss=0.4429 
[epoch 6] step 12/44: loss=0.4395 
[epoch 6] step 14/44: loss=0.4365 
[epoch 6] step 16/44: loss=0.4321 
[epoch 6] step 18/44: loss=0.4272 
[epoch 6] step 20/44: loss=0.4259 
[epoch 6] step 22/44: loss=0.4251 
[epoch 6] step 24/44: loss=0.4211 
[epoch 6] step 26/44: loss=0.4206 
[epoch 6] step 28/44: loss=0.4162 
[epoch 6] step 30/44: loss=0.4155 
[epoch 6] step 32/44: loss=0.4164 
[epoch 6] step 34/44: loss=0.4130 
[epoch 6] step 36/44: loss=0.4149 
[epoch 6] step 38/44: loss=0.4160 
[epoch 6] step 40/44: loss=0.4170 
[epoch 6] step 42/44: loss=0.4149 
[epoch 6] step 44/44: loss=0.4121 
[epoch 6] val_loss=0.9525 qwk=('0.6263', '0.5173', '0.5604') averageQWK=0.5680 macroEMD=0.2166 tailR0=('0.0217', '0.0000', '0.0000') tailR0avg=0.0072
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    7    3    0    0
     0   16   37    2    0
     0    5   95   25    0
     0    1   31   82    2
     0    0    1   21    1
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    4    4    1    0
     0    3   48    2    0
     0    1   99   22    0
     0    0   45   88    0
     0    0    0   12    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    3    1    0    0
     0   27   42    0    0
     0   14  124   14    0
     0    0   53   49    0
     0    0    0    2    0
[epoch 7] step 2/44: loss=0.3874 
[epoch 7] step 4/44: loss=0.3795 
[epoch 7] step 6/44: loss=0.3761 
[epoch 7] step 8/44: loss=0.3674 
[epoch 7] step 10/44: loss=0.3675 
[epoch 7] step 12/44: loss=0.3605 
[epoch 7] step 14/44: loss=0.3675 
[epoch 7] step 16/44: loss=0.3704 
[epoch 7] step 18/44: loss=0.3753 
[epoch 7] step 20/44: loss=0.3762 
[epoch 7] step 22/44: loss=0.3751 
[epoch 7] step 24/44: loss=0.3760 
[epoch 7] step 26/44: loss=0.3725 
[epoch 7] step 28/44: loss=0.3751 
[epoch 7] step 30/44: loss=0.3737 
[epoch 7] step 32/44: loss=0.3693 
[epoch 7] step 34/44: loss=0.3683 
[epoch 7] step 36/44: loss=0.3701 
[epoch 7] step 38/44: loss=0.3723 
[epoch 7] step 40/44: loss=0.3726 
[epoch 7] step 42/44: loss=0.3771 
[epoch 7] step 44/44: loss=0.3761 
[epoch 7] val_loss=0.9561 qwk=('0.6357', '0.6089', '0.5474') averageQWK=0.5974 macroEMD=0.2119 tailR0=('0.0000', '0.0000', '0.0000') tailR0avg=0.0000
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    8    2    0    0
     0   16   37    2    0
     0    6   90   29    0
     0    1   26   89    0
     0    0    1   22    0
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    7    1    1    0
     0   21   30    2    0
     0   14   84   24    0
     0    4   34   95    0
     0    0    0   12    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    2    2    0    0
     0   31   37    1    0
     0   18  119   15    0
     0    0   54   48    0
     0    0    0    2    0
[epoch 8] step 2/44: loss=0.3479 
[epoch 8] step 4/44: loss=0.3398 
[epoch 8] step 6/44: loss=0.3553 
[epoch 8] step 8/44: loss=0.3431 
[epoch 8] step 10/44: loss=0.3414 
[epoch 8] step 12/44: loss=0.3622 
[epoch 8] step 14/44: loss=0.3592 
[epoch 8] step 16/44: loss=0.3531 
[epoch 8] step 18/44: loss=0.3603 
[epoch 8] step 20/44: loss=0.3632 
[epoch 8] step 22/44: loss=0.3573 
[epoch 8] step 24/44: loss=0.3632 
[epoch 8] step 26/44: loss=0.3690 
[epoch 8] step 28/44: loss=0.3684 
[epoch 8] step 30/44: loss=0.3692 
[epoch 8] step 32/44: loss=0.3692 
[epoch 8] step 34/44: loss=0.3757 
[epoch 8] step 36/44: loss=0.3796 
[epoch 8] step 38/44: loss=0.3783 
[epoch 8] step 40/44: loss=0.3731 
[epoch 8] step 42/44: loss=0.3724 
[epoch 8] step 44/44: loss=0.3732 
[epoch 8] val_loss=0.9974 qwk=('0.6395', '0.5883', '0.6005') averageQWK=0.6094 macroEMD=0.2061 tailR0=('0.2826', '0.0000', '0.0000') tailR0avg=0.0942
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    8    1    1    0
     0   18   33    4    0
     0    6   76   38    5
     0    2   16   84   14
     0    0    1    9   13
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    7    1    1    0
     0   22   22    9    0
     0   10   55   57    0
     0    3    8  122    0
     0    0    0   12    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    2    2    0    0
     0   28   38    3    0
     0   12   82   58    0
     0    0   15   87    0
     0    0    0    2    0
[epoch 9] step 2/44: loss=0.3588 
[epoch 9] step 4/44: loss=0.3553 
[epoch 9] step 6/44: loss=0.3599 
[epoch 9] step 8/44: loss=0.3637 
[epoch 9] step 10/44: loss=0.3527 
[epoch 9] step 12/44: loss=0.3473 
[epoch 9] step 14/44: loss=0.3505 
[epoch 9] step 16/44: loss=0.3478 
[epoch 9] step 18/44: loss=0.3505 
[epoch 9] step 20/44: loss=0.3425 
[epoch 9] step 22/44: loss=0.3374 
[epoch 9] step 24/44: loss=0.3359 
[epoch 9] step 26/44: loss=0.3335 
[epoch 9] step 28/44: loss=0.3334 
[epoch 9] step 30/44: loss=0.3335 
[epoch 9] step 32/44: loss=0.3312 
[epoch 9] step 34/44: loss=0.3267 
[epoch 9] step 36/44: loss=0.3239 
[epoch 9] step 38/44: loss=0.3227 
[epoch 9] step 40/44: loss=0.3226 
[epoch 9] step 42/44: loss=0.3223 
[epoch 9] step 44/44: loss=0.3189 
[epoch 9] val_loss=1.0844 qwk=('0.6074', '0.6076', '0.5754') averageQWK=0.5968 macroEMD=0.1998 tailR0=('0.2609', '0.0000', '0.0000') tailR0avg=0.0870
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    7    2    1    0
     0   15   34    6    0
     0    5   68   49    3
     0    1   17   84   14
     0    0    1   10   12
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    7    1    1    0
     0   19   28    6    0
     0    9   70   43    0
     0    2   17  114    0
     0    0    0   12    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    2    2    0    0
     0   23   45    1    0
     0   11  115   26    0
     0    0   36   66    0
     0    0    0    2    0
[epoch 10] step 2/44: loss=0.3152 
[epoch 10] step 4/44: loss=0.3063 
[epoch 10] step 6/44: loss=0.2977 
[epoch 10] step 8/44: loss=0.2893 
[epoch 10] step 10/44: loss=0.2949 
[epoch 10] step 12/44: loss=0.2871 
[epoch 10] step 14/44: loss=0.2830 
[epoch 10] step 16/44: loss=0.2791 
[epoch 10] step 18/44: loss=0.2781 
[epoch 10] step 20/44: loss=0.2744 
[epoch 10] step 22/44: loss=0.2756 
[epoch 10] step 24/44: loss=0.2704 
[epoch 10] step 26/44: loss=0.2712 
[epoch 10] step 28/44: loss=0.2751 
[epoch 10] step 30/44: loss=0.2759 
[epoch 10] step 32/44: loss=0.2759 
[epoch 10] step 34/44: loss=0.2771 
[epoch 10] step 36/44: loss=0.2769 
[epoch 10] step 38/44: loss=0.2780 
[epoch 10] step 40/44: loss=0.2784 
[epoch 10] step 42/44: loss=0.2761 
[epoch 10] step 44/44: loss=0.2785 
[epoch 10] val_loss=1.1487 qwk=('0.6161', '0.5702', '0.5556') averageQWK=0.5806 macroEMD=0.2053 tailR0=('0.1087', '0.0000', '0.0000') tailR0avg=0.0362
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    8    1    1    0
     0   19   28    8    0
     0    5   68   52    0
     0    2    8  102    4
     0    0    1   17    5
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    5    3    1    0
     0   13   32    8    0
     0    6   66   50    0
     0    1   10  122    0
     0    0    0   12    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    1    3    0    0
     0   18   48    3    0
     0    7  104   41    0
     0    0   23   79    0
     0    0    0    2    0
[epoch 11] step 2/44: loss=0.2246 
[epoch 11] step 4/44: loss=0.2410 
[epoch 11] step 6/44: loss=0.2600 
[epoch 11] step 8/44: loss=0.2568 
[epoch 11] step 10/44: loss=0.2556 
[epoch 11] step 12/44: loss=0.2543 
[epoch 11] step 14/44: loss=0.2560 
[epoch 11] step 16/44: loss=0.2590 
[epoch 11] step 18/44: loss=0.2578 
[epoch 11] step 20/44: loss=0.2588 
[epoch 11] step 22/44: loss=0.2638 
[epoch 11] step 24/44: loss=0.2638 
[epoch 11] step 26/44: loss=0.2615 
[epoch 11] step 28/44: loss=0.2602 
[epoch 11] step 30/44: loss=0.2612 
[epoch 11] step 32/44: loss=0.2610 
[epoch 11] step 34/44: loss=0.2596 
[epoch 11] step 36/44: loss=0.2600 
[epoch 11] step 38/44: loss=0.2601 
[epoch 11] step 40/44: loss=0.2606 
[epoch 11] step 42/44: loss=0.2588 
[epoch 11] step 44/44: loss=0.2603 
[epoch 11] val_loss=1.1672 qwk=('0.5505', '0.5447', '0.5182') averageQWK=0.5378 macroEMD=0.2032 tailR0=('0.0217', '0.0556', '0.0000') tailR0avg=0.0258
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    8    2    0    0
     0   23   31    1    0
     0   21   87   17    0
     0    2   51   60    3
     0    1    6   15    1
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     1    6    2    0    0
     0   22   29    2    0
     0   17   93   12    0
     0    6   56   71    0
     0    0    3    9    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    3    1    0    0
     0   38   31    0    0
     0   30  116    6    0
     0    2   65   35    0
     0    0    1    1    0
[epoch 12] step 2/44: loss=0.3200 
[epoch 12] step 4/44: loss=0.3024 
[epoch 12] step 6/44: loss=0.2778 
[epoch 12] step 8/44: loss=0.2628 
[epoch 12] step 10/44: loss=0.2520 
[epoch 12] step 12/44: loss=0.2567 
[epoch 12] step 14/44: loss=0.2543 
[epoch 12] step 16/44: loss=0.2498 
[epoch 12] step 18/44: loss=0.2470 
[epoch 12] step 20/44: loss=0.2413 
[epoch 12] step 22/44: loss=0.2411 
[epoch 12] step 24/44: loss=0.2407 
[epoch 12] step 26/44: loss=0.2383 
[epoch 12] step 28/44: loss=0.2362 
[epoch 12] step 30/44: loss=0.2338 
[epoch 12] step 32/44: loss=0.2334 
[epoch 12] step 34/44: loss=0.2295 
[epoch 12] step 36/44: loss=0.2294 
[epoch 12] step 38/44: loss=0.2314 
[epoch 12] step 40/44: loss=0.2304 
[epoch 12] step 42/44: loss=0.2271 
[epoch 12] step 44/44: loss=0.2241 
[epoch 12] val_loss=1.2319 qwk=('0.5896', '0.5508', '0.5459') averageQWK=0.5621 macroEMD=0.1975 tailR0=('0.1304', '0.0556', '0.0000') tailR0avg=0.0620
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    6    4    0    0
     0   15   35    5    0
     0    5   73   44    3
     0    1   21   86    8
     0    0    1   16    6
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     1    3    4    1    0
     0   12   33    8    0
     0    5   68   49    0
     0    1   15  117    0
     0    0    0   12    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    2    2    0    0
     0   24   43    2    0
     0   15  107   30    0
     0    1   36   65    0
     0    0    0    2    0
[epoch 13] step 2/44: loss=0.2280 
[epoch 13] step 4/44: loss=0.2284 
[epoch 13] step 6/44: loss=0.2309 
[epoch 13] step 8/44: loss=0.2332 
[epoch 13] step 10/44: loss=0.2176 
[epoch 13] step 12/44: loss=0.2148 
[epoch 13] step 14/44: loss=0.2121 
[epoch 13] step 16/44: loss=0.2117 
[epoch 13] step 18/44: loss=0.2084 
[epoch 13] step 20/44: loss=0.2079 
[epoch 13] step 22/44: loss=0.2097 
[epoch 13] step 24/44: loss=0.2113 
[epoch 13] step 26/44: loss=0.2098 
[epoch 13] step 28/44: loss=0.2117 
[epoch 13] step 30/44: loss=0.2122 
[epoch 13] step 32/44: loss=0.2102 
[epoch 13] step 34/44: loss=0.2102 
[epoch 13] step 36/44: loss=0.2113 
[epoch 13] step 38/44: loss=0.2108 
[epoch 13] step 40/44: loss=0.2118 
[epoch 13] step 42/44: loss=0.2109 
[epoch 13] step 44/44: loss=0.2118 
[epoch 13] val_loss=1.2298 qwk=('0.5958', '0.6082', '0.5802') averageQWK=0.5947 macroEMD=0.1903 tailR0=('0.3109', '0.1389', '0.0000') tailR0avg=0.1499
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     1    5    3    1    0
     0   18   32    5    0
     0    6   75   33   11
     0    1   19   73   23
     0    0    1   10   12
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     1    5    2    1    0
     0   20   24    9    0
     0    7   67   46    2
     0    1   10  114    8
     0    0    0   10    2
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    2    2    0    0
     0   26   42    1    0
     0   15   99   38    0
     0    1   28   73    0
     0    0    0    2    0
[epoch 14] step 2/44: loss=0.2108 
[epoch 14] step 4/44: loss=0.2053 
[epoch 14] step 6/44: loss=0.1990 
[epoch 14] step 8/44: loss=0.2007 
[epoch 14] step 10/44: loss=0.2077 
[epoch 14] step 12/44: loss=0.2053 
[epoch 14] step 14/44: loss=0.2030 
[epoch 14] step 16/44: loss=0.1989 
[epoch 14] step 18/44: loss=0.1958 
[epoch 14] step 20/44: loss=0.1915 
[epoch 14] step 22/44: loss=0.1925 
[epoch 14] step 24/44: loss=0.1912 
[epoch 14] step 26/44: loss=0.1920 
[epoch 14] step 28/44: loss=0.1918 
[epoch 14] step 30/44: loss=0.1942 
[epoch 14] step 32/44: loss=0.1932 
[epoch 14] step 34/44: loss=0.1912 
[epoch 14] step 36/44: loss=0.1910 
[epoch 14] step 38/44: loss=0.1910 
[epoch 14] step 40/44: loss=0.1914 
[epoch 14] step 42/44: loss=0.1919 
[epoch 14] step 44/44: loss=0.1916 
[epoch 14] val_loss=1.2115 qwk=('0.6429', '0.5974', '0.5768') averageQWK=0.6057 macroEMD=0.1903 tailR0=('0.2304', '0.0972', '0.1250') tailR0avg=0.1509
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     2    5    3    0    0
     0   20   32    3    0
     0    6   88   31    0
     0    1   35   76    4
     0    0    1   16    6
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     1    5    2    1    0
     0   18   31    4    0
     0    9   82   31    0
     0    2   30  101    0
     0    0    1   10    1
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     1    1    2    0    0
     0   30   39    0    0
     0   18  119   15    0
     0    1   47   54    0
     0    0    0    2    0
[epoch 15] step 2/44: loss=0.1959 
[epoch 15] step 4/44: loss=0.1743 
[epoch 15] step 6/44: loss=0.1768 
[epoch 15] step 8/44: loss=0.1691 
[epoch 15] step 10/44: loss=0.1703 
[epoch 15] step 12/44: loss=0.1692 
[epoch 15] step 14/44: loss=0.1653 
[epoch 15] step 16/44: loss=0.1644 
[epoch 15] step 18/44: loss=0.1657 
[epoch 15] step 20/44: loss=0.1651 
[epoch 15] step 22/44: loss=0.1637 
[epoch 15] step 24/44: loss=0.1622 
[epoch 15] step 26/44: loss=0.1654 
[epoch 15] step 28/44: loss=0.1626 
[epoch 15] step 30/44: loss=0.1598 
[epoch 15] step 32/44: loss=0.1587 
[epoch 15] step 34/44: loss=0.1578 
[epoch 15] step 36/44: loss=0.1573 
[epoch 15] step 38/44: loss=0.1565 
[epoch 15] step 40/44: loss=0.1558 
[epoch 15] step 42/44: loss=0.1563 
[epoch 15] step 44/44: loss=0.1553 
[epoch 15] val_loss=1.2983 qwk=('0.6330', '0.6037', '0.5341') averageQWK=0.5903 macroEMD=0.1899 tailR0=('0.2087', '0.0556', '0.1250') tailR0avg=0.1298
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     2    6    2    0    0
     1   20   32    2    0
     0   11   88   25    1
     0    2   41   69    4
     0    0    1   17    5
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     1    6    1    1    0
     0   24   24    5    0
     0   14   82   25    1
     0    2   35   95    1
     0    0    1   11    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     1    1    2    0    0
     0   21   47    1    0
     0   12  121   19    0
     0    1   45   56    0
     0    0    0    2    0
[epoch 16] step 2/44: loss=0.1646 
[epoch 16] step 4/44: loss=0.1671 
[epoch 16] step 6/44: loss=0.1569 
[epoch 16] step 8/44: loss=0.1509 
[epoch 16] step 10/44: loss=0.1470 
[epoch 16] step 12/44: loss=0.1448 
[epoch 16] step 14/44: loss=0.1426 
[epoch 16] step 16/44: loss=0.1397 
[epoch 16] step 18/44: loss=0.1361 
[epoch 16] step 20/44: loss=0.1349 
[epoch 16] step 22/44: loss=0.1348 
[epoch 16] step 24/44: loss=0.1342 
[epoch 16] step 26/44: loss=0.1345 
[epoch 16] step 28/44: loss=0.1339 
[epoch 16] step 30/44: loss=0.1312 
[epoch 16] step 32/44: loss=0.1300 
[epoch 16] step 34/44: loss=0.1297 
[epoch 16] step 36/44: loss=0.1302 
[epoch 16] step 38/44: loss=0.1287 
[epoch 16] step 40/44: loss=0.1280 
[epoch 16] step 42/44: loss=0.1286 
[epoch 16] step 44/44: loss=0.1286 
[epoch 16] val_loss=1.3934 qwk=('0.5820', '0.5630', '0.5787') averageQWK=0.5745 macroEMD=0.1896 tailR0=('0.1652', '0.1528', '0.1250') tailR0avg=0.1477
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     2    6    2    0    0
     1   20   32    2    0
     0   14   90   20    1
     0    1   52   57    6
     0    0    5   15    3
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     2    5    2    0    0
     1   23   27    2    0
     0   15   96   10    1
     0    6   54   73    0
     0    0    4    7    1
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     1    1    2    0    0
     0   38   31    0    0
     0   25  110   17    0
     0    2   49   51    0
     0    0    0    2    0
[epoch 17] step 2/44: loss=0.1260 
[epoch 17] step 4/44: loss=0.1208 
[epoch 17] step 6/44: loss=0.1215 
[epoch 17] step 8/44: loss=0.1191 
[epoch 17] step 10/44: loss=0.1172 
[epoch 17] step 12/44: loss=0.1161 
[epoch 17] step 14/44: loss=0.1138 
[epoch 17] step 16/44: loss=0.1155 
[epoch 17] step 18/44: loss=0.1145 
[epoch 17] step 20/44: loss=0.1151 
[epoch 17] step 22/44: loss=0.1118 
[epoch 17] step 24/44: loss=0.1107 
[epoch 17] step 26/44: loss=0.1108 
[epoch 17] step 28/44: loss=0.1102 
[epoch 17] step 30/44: loss=0.1106 
[epoch 17] step 32/44: loss=0.1116 
[epoch 17] step 34/44: loss=0.1105 
[epoch 17] step 36/44: loss=0.1105 
[epoch 17] step 38/44: loss=0.1112 
[epoch 17] step 40/44: loss=0.1111 
